wall_time,ros_time
0.020611,7.073000000
0.027856,7.074000000
0.041693,7.075000000
0.049346,7.076000000
0.054720,7.077000000
0.057813,7.078000000
0.064245,7.079000000
0.066878,7.080000000
0.072411,7.081000000
0.074580,7.082000000
0.077870,7.083000000
0.109283,7.084000000
0.135385,7.085000000
0.152986,7.086000000
0.166743,7.087000000
0.178802,7.088000000
0.183554,7.089000000
0.194959,7.090000000
0.198472,7.091000000
0.210177,7.092000000
0.233225,7.093000000
0.235758,7.094000000
0.252177,7.095000000
0.271451,7.096000000
0.284876,7.097000000
0.291072,7.098000000
0.298219,7.099000000
0.299598,7.100000000
0.311181,7.101000000
0.318350,7.102000000
0.320390,7.103000000
0.335668,7.104000000
0.353880,7.105000000
0.358042,7.106000000
0.362304,7.107000000
0.367555,7.108000000
0.374567,7.109000000
0.376648,7.110000000
0.387508,7.111000000
0.388687,7.112000000
0.390703,7.113000000
0.394366,7.114000000
0.408453,7.115000000
0.410615,7.116000000
0.413296,7.117000000
0.423824,7.118000000
0.454675,7.119000000
0.460111,7.120000000
0.461526,7.121000000
0.468660,7.122000000
0.484394,7.123000000
0.494852,7.124000000
0.498589,7.125000000
0.505016,7.126000000
0.507560,7.127000000
0.513044,7.128000000
0.519197,7.129000000
0.526252,7.130000000
0.528313,7.131000000
0.533460,7.132000000
0.554947,7.133000000
0.606232,7.134000000
0.615551,7.135000000
0.630720,7.136000000
0.639904,7.137000000
0.655459,7.138000000
0.670702,7.139000000
0.680814,7.140000000
0.696625,7.141000000
0.706942,7.142000000
0.725983,7.143000000
0.732093,7.144000000
0.748285,7.145000000
0.752877,7.146000000
0.764848,7.147000000
0.775076,7.148000000
0.777344,7.149000000
0.779339,7.150000000
0.784167,7.151000000
0.786250,7.152000000
0.795012,7.153000000
0.800622,7.154000000
0.802756,7.155000000
0.808969,7.156000000
0.814240,7.157000000
0.843448,7.158000000
0.851091,7.159000000
0.853057,7.160000000
0.858454,7.161000000
0.860436,7.162000000
0.866491,7.163000000
0.871675,7.164000000
0.878777,7.165000000
0.880787,7.166000000
0.886579,7.167000000
0.914441,7.168000000
0.931773,7.169000000
0.934773,7.170000000
0.951427,7.171000000
0.959162,7.172000000
0.966579,7.173000000
1.001317,7.174000000
1.014548,7.175000000
1.029653,7.176000000
1.039807,7.177000000
1.055914,7.178000000
1.067324,7.179000000
1.075071,7.180000000
1.104937,7.181000000
1.113933,7.182000000
1.132970,7.183000000
1.141031,7.184000000
1.152473,7.185000000
1.168731,7.186000000
1.176154,7.187000000
1.206055,7.188000000
1.217369,7.189000000
1.229170,7.190000000
1.259847,7.191000000
1.269354,7.192000000
1.288467,7.193000000
1.305925,7.194000000
1.318163,7.195000000
1.322085,7.196000000
1.360118,7.197000000
1.373790,7.198000000
1.379997,7.199000000
1.385764,7.200000000
1.408003,7.201000000
1.408065,7.202000000
1.438210,7.203000000
1.455708,7.204000000
1.455752,7.205000000
1.481953,7.206000000
1.506593,7.207000000
1.523788,7.208000000
1.550688,7.209000000
1.550747,7.211000000
1.575871,7.212000000
1.581161,7.213000000
1.653326,7.214000000
1.682801,7.215000000
1.698534,7.216000000
1.709604,7.217000000
1.789766,7.218000000
1.827617,7.219000000
1.832860,7.220000000
1.840508,7.221000000
1.854961,7.222000000
1.862666,7.223000000
1.876642,7.224000000
1.895051,7.225000000
1.897372,7.226000000
1.910732,7.227000000
1.949521,7.228000000
1.968002,7.229000000
1.978460,7.230000000
1.998042,7.231000000
1.998095,7.233000000
2.010503,7.234000000
2.010587,7.235000000
2.036999,7.236000000
2.064473,7.237000000
2.072284,7.238000000
2.085048,7.239000000
2.085096,7.240000000
2.113195,7.241000000
2.113245,7.242000000
2.167378,7.243000000
2.167441,7.244000000
2.181818,7.245000000
2.181871,7.246000000
2.220384,7.247000000
2.220433,7.248000000
2.279919,7.249000000
2.279978,7.250000000
2.311226,7.251000000
2.311279,7.252000000
2.350140,7.253000000
2.350189,7.255000000
2.375529,7.256000000
2.394863,7.257000000
2.394912,7.258000000
2.438484,7.259000000
2.478950,7.260000000
2.489246,7.261000000
2.503269,7.262000000
2.538266,7.263000000
2.560659,7.264000000
2.569332,7.265000000
2.571231,7.266000000
2.617636,7.267000000
2.633231,7.268000000
2.634493,7.269000000
2.644131,7.270000000
2.644182,7.271000000
2.667801,7.272000000
2.699951,7.273000000
2.700005,7.275000000
2.716297,7.276000000
2.833408,7.277000000
2.833457,7.279000000
2.875708,7.280000000
2.875764,7.281000000
2.916059,7.282000000
2.916109,7.283000000
2.951641,7.284000000
2.951694,7.285000000
3.043131,7.286000000
3.043182,7.289000000
3.077180,7.290000000
3.088763,7.291000000
3.116487,7.292000000
3.149089,7.293000000
3.165275,7.294000000
3.181212,7.295000000
3.212001,7.296000000
3.220916,7.297000000
3.242084,7.298000000
3.252361,7.299000000
3.255731,7.300000000
3.260842,7.301000000
3.307450,7.302000000
3.355156,7.303000000
3.371817,7.304000000
3.392168,7.305000000
3.409840,7.306000000
3.434017,7.307000000
3.443639,7.308000000
3.452209,7.309000000
3.452284,7.312000000
3.456795,7.313000000
3.464750,7.314000000
3.467180,7.315000000
3.467217,7.316000000
3.467760,7.317000000
3.495148,7.318000000
3.495397,7.319000000
3.516560,7.320000000
3.526573,7.321000000
3.570679,7.322000000
3.584562,7.323000000
3.596849,7.324000000
3.617094,7.325000000
3.626705,7.326000000
3.634607,7.327000000
3.645131,7.328000000
3.657937,7.329000000
3.667716,7.330000000
3.701707,7.331000000
3.710158,7.332000000
3.742383,7.333000000
3.752989,7.334000000
3.772893,7.335000000
3.781724,7.336000000
3.814480,7.337000000
3.832950,7.338000000
3.842889,7.339000000
3.852158,7.340000000
3.869546,7.341000000
3.881446,7.342000000
3.884987,7.343000000
3.891101,7.344000000
3.897728,7.345000000
3.905233,7.346000000
3.907495,7.347000000
3.913646,7.348000000
3.920794,7.349000000
3.926713,7.350000000
3.930136,7.351000000
3.936844,7.352000000
3.943745,7.353000000
3.949371,7.354000000
3.951559,7.355000000
3.957492,7.356000000
3.962249,7.357000000
3.967715,7.358000000
3.976205,7.359000000
3.978294,7.360000000
3.988648,7.361000000
3.991779,7.362000000
3.997547,7.363000000
4.003363,7.364000000
4.010778,7.365000000
4.027180,7.366000000
4.032133,7.367000000
4.036501,7.368000000
4.044426,7.369000000
4.051420,7.370000000
4.054003,7.371000000
4.077631,7.372000000
4.079909,7.373000000
4.084994,7.374000000
4.092415,7.375000000
4.095406,7.376000000
4.101761,7.377000000
4.107722,7.378000000
4.110288,7.379000000
4.115671,7.380000000
4.133132,7.381000000
4.133573,7.382000000
4.157785,7.383000000
4.157833,7.384000000
4.200103,7.385000000
4.225665,7.386000000
4.235610,7.387000000
4.271542,7.388000000
4.299943,7.389000000
4.312584,7.390000000
4.325827,7.391000000
4.332507,7.392000000
4.351483,7.393000000
4.365106,7.394000000
4.377086,7.395000000
4.399013,7.396000000
4.406720,7.397000000
4.414602,7.398000000
4.435975,7.399000000
4.445169,7.400000000
4.468051,7.401000000
4.488983,7.402000000
4.502837,7.403000000
4.520391,7.404000000
4.535905,7.405000000
4.545286,7.406000000
4.553862,7.407000000
4.566005,7.408000000
4.575920,7.409000000
4.586610,7.410000000
4.601012,7.411000000
4.613519,7.412000000
4.631133,7.413000000
4.670057,7.414000000
4.687375,7.415000000
4.695583,7.416000000
4.704400,7.417000000
4.704453,7.418000000
4.712134,7.419000000
4.720790,7.420000000
4.720840,7.421000000
4.732179,7.422000000
4.736476,7.423000000
4.746246,7.424000000
4.755603,7.425000000
4.772443,7.426000000
4.780748,7.427000000
4.788516,7.428000000
4.789006,7.429000000
4.797821,7.430000000
4.806912,7.431000000
4.812270,7.432000000
4.823141,7.433000000
4.824013,7.434000000
4.833630,7.435000000
4.843728,7.436000000
4.846159,7.437000000
4.855728,7.438000000
4.866153,7.439000000
4.866204,7.440000000
4.877083,7.441000000
4.877338,7.442000000
4.889269,7.443000000
4.898824,7.444000000
4.917768,7.445000000
4.923403,7.446000000
4.930683,7.447000000
4.938627,7.448000000
4.946238,7.449000000
4.970265,7.450000000
4.982454,7.451000000
4.982662,7.452000000
4.994629,7.453000000
4.994679,7.454000000
5.009412,7.455000000
5.032690,7.456000000
5.052824,7.457000000
5.067799,7.458000000
5.075863,7.459000000
5.089780,7.460000000
5.096484,7.461000000
5.102830,7.462000000
5.116008,7.463000000
5.125861,7.464000000
5.134593,7.465000000
5.145226,7.466000000
5.154121,7.467000000
5.161828,7.468000000
5.171918,7.469000000
5.182196,7.470000000
5.191333,7.471000000
5.198328,7.472000000
5.204959,7.473000000
5.228785,7.474000000
5.239212,7.475000000
5.263982,7.476000000
5.273876,7.477000000
5.278289,7.478000000
5.303792,7.479000000
5.309470,7.480000000
5.315820,7.481000000
5.322815,7.482000000
5.327823,7.483000000
5.350490,7.484000000
5.352293,7.485000000
5.375277,7.486000000
5.387100,7.487000000
5.390896,7.488000000
5.396370,7.489000000
5.399465,7.490000000
5.401955,7.491000000
5.404823,7.492000000
5.407334,7.493000000
5.425687,7.494000000
5.433609,7.495000000
5.446595,7.496000000
5.454345,7.497000000
5.491322,7.498000000
5.494287,7.499000000
5.506553,7.500000000
5.513777,7.501000000
5.521764,7.502000000
5.524461,7.503000000
5.531166,7.504000000
5.546322,7.505000000
5.556831,7.506000000
5.557236,7.507000000
5.557303,7.508000000
5.557343,7.509000000
5.558823,7.510000000
5.566000,7.511000000
5.572969,7.512000000
5.578557,7.513000000
5.587686,7.514000000
5.588751,7.515000000
5.589877,7.516000000
5.589926,7.517000000
5.591388,7.518000000
5.637294,7.519000000
5.651902,7.520000000
5.655601,7.521000000
5.657311,7.522000000
5.678427,7.523000000
5.690277,7.524000000
5.695989,7.525000000
5.702963,7.526000000
5.716071,7.527000000
5.724588,7.528000000
5.747893,7.529000000
5.750398,7.530000000
5.752836,7.531000000
5.763240,7.532000000
5.779612,7.533000000
5.779689,7.534000000
5.780011,7.535000000
5.811254,7.536000000
5.811319,7.537000000
5.811360,7.538000000
5.811401,7.539000000
5.811439,7.540000000
5.811500,7.541000000
5.814889,7.542000000
5.814957,7.543000000
5.815478,7.544000000
5.815528,7.545000000
5.827539,7.546000000
5.827601,7.547000000
5.827641,7.548000000
5.827680,7.549000000
5.827717,7.550000000
5.828119,7.551000000
5.835060,7.552000000
5.836893,7.553000000
5.836967,7.554000000
5.837008,7.555000000
5.859926,7.556000000
5.879075,7.557000000
5.881483,7.558000000
5.891943,7.559000000
5.897587,7.560000000
5.935000,7.561000000
5.949080,7.562000000
5.987830,7.563000000
5.994738,7.564000000
6.006632,7.565000000
6.027062,7.566000000
6.047707,7.567000000
6.056611,7.568000000
6.070321,7.569000000
6.080738,7.570000000
6.088086,7.571000000
6.098152,7.572000000
6.098429,7.573000000
6.103785,7.574000000
6.104632,7.575000000
6.112521,7.576000000
6.112784,7.577000000
6.117644,7.578000000
6.134324,7.579000000
6.136086,7.580000000
6.145548,7.581000000
6.157276,7.582000000
6.157339,7.583000000
6.157652,7.584000000
6.178114,7.585000000
6.178513,7.586000000
6.185925,7.587000000
6.196474,7.588000000
6.210587,7.589000000
6.210655,7.590000000
6.210697,7.591000000
6.210787,7.592000000
6.211452,7.593000000
6.223052,7.594000000
6.227279,7.595000000
6.238934,7.596000000
6.244803,7.597000000
6.244910,7.598000000
6.247584,7.599000000
6.250368,7.600000000
6.257200,7.601000000
6.259819,7.602000000
6.270869,7.603000000
6.275321,7.604000000
6.287299,7.605000000
6.297461,7.606000000
6.312881,7.607000000
6.321941,7.608000000
6.342264,7.609000000
6.350035,7.610000000
6.355571,7.611000000
6.357995,7.612000000
6.366699,7.613000000
6.371455,7.614000000
6.375135,7.615000000
6.393865,7.616000000
6.407811,7.617000000
6.414000,7.618000000
6.429996,7.619000000
6.461797,7.620000000
6.468080,7.621000000
6.488868,7.622000000
6.506769,7.623000000
6.512764,7.624000000
6.519072,7.625000000
6.529631,7.626000000
6.532586,7.627000000
6.554126,7.628000000
6.564769,7.629000000
6.584902,7.630000000
6.587081,7.631000000
6.601221,7.632000000
6.603434,7.633000000
6.605855,7.634000000
6.620565,7.635000000
6.623122,7.636000000
6.625627,7.637000000
6.629060,7.638000000
6.631553,7.639000000
6.633748,7.640000000
6.636202,7.641000000
6.638727,7.642000000
6.640915,7.643000000
6.650247,7.644000000
6.669920,7.645000000
6.679121,7.646000000
6.684869,7.647000000
6.693883,7.648000000
6.700060,7.649000000
6.705495,7.650000000
6.711920,7.651000000
6.721959,7.652000000
6.763126,7.653000000
6.769297,7.654000000
6.790123,7.655000000
6.799672,7.656000000
6.800480,7.657000000
6.812298,7.658000000
6.832480,7.659000000
6.843667,7.660000000
6.848798,7.661000000
6.861168,7.662000000
6.874526,7.663000000
6.886596,7.664000000
6.891941,7.665000000
